State_a,State,City,Population,Violent_crime,Murder_manslaughter,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Arson,city_state,longitude,latitude
ALABAMA,alabama,Sulligent,1879.00,4.00,0.00,0.00,0.00,4.00,50.00,7.00,43.00,0.00,,"Sulligent,alabama",-88.1344776,33.9017738
ALABAMA,alabama,Sumiton,2461.00,14.00,0.00,2.00,1.00,11.00,152.00,16.00,124.00,12.00,,"Sumiton,alabama",-87.0499992,33.7556606
ALABAMA,alabama,Summerdale,938.00,9.00,0.00,2.00,1.00,6.00,76.00,18.00,47.00,11.00,,"Summerdale,alabama",-87.6997094,30.4876954
ALABAMA,alabama,Sylacauga,12762.00,55.00,2.00,13.00,10.00,30.00,621.00,153.00,444.00,24.00,5.00,"Sylacauga,alabama",-86.2516406,33.1731716
ALABAMA,alabama,Sylvania,1858.00,1.00,0.00,0.00,0.00,1.00,23.00,2.00,19.00,2.00,,"Sylvania,alabama",-85.8124715,34.5623077
ALABAMA,alabama,Talladega,16033.00,129.00,0.00,6.00,20.00,103.00,1304.00,526.00,731.00,47.00,,"Talladega,alabama",-86.1058048,33.4359416
ALABAMA,alabama,Tallassee5,4830.00,,0.00,,1.00,66.00,296.00,86.00,203.00,7.00,,"Tallassee5,alabama",-85.8932923,32.5359683
ALABAMA,alabama,Tarrant,6323.00,18.00,1.00,3.00,7.00,7.00,416.00,169.00,234.00,13.00,,"Tarrant,alabama",-86.7718017,33.586822
ALABAMA,alabama,Taylor,2425.00,1.00,0.00,0.00,0.00,1.00,14.00,1.00,12.00,1.00,,"Taylor,alabama",-85.468267,31.164899
ALABAMA,alabama,Thorsby,2008.00,3.00,0.00,0.00,1.00,2.00,11.00,4.00,7.00,0.00,,"Thorsby,alabama",-86.7158178,32.9156796
ALABAMA,alabama,Town Creek,1080.00,7.00,0.00,0.00,0.00,7.00,29.00,12.00,16.00,1.00,,"Town Creek,alabama",-87.4061342,34.6812011
ALABAMA,alabama,Trinity,2148.00,5.00,0.00,1.00,0.00,4.00,44.00,10.00,28.00,6.00,,"Trinity,alabama",-87.0883458,34.6067588
ALABAMA,alabama,Troy,18329.00,132.00,3.00,15.00,18.00,96.00,907.00,225.00,630.00,52.00,,"Troy,alabama",-85.969951,31.8087678
ALABAMA,alabama,Tuscaloosa,94126.00,434.00,8.00,44.00,161.00,221.00,4512.00,1165.00,3196.00,151.00,,"Tuscaloosa,alabama",-87.5691735,33.2098407
ALABAMA,alabama,Tuscumbia,8398.00,47.00,0.00,7.00,4.00,36.00,373.00,73.00,265.00,35.00,,"Tuscumbia,alabama",-87.70253,34.7312005
ALABAMA,alabama,Tuskegee,9341.00,82.00,2.00,7.00,10.00,63.00,552.00,190.00,317.00,45.00,,"Tuskegee,alabama",-85.7077266,32.430237
ALABAMA,alabama,Valley,9468.00,79.00,2.00,10.00,9.00,58.00,622.00,164.00,408.00,50.00,,"Valley,alabama",-85.1793852,32.8187406
ALABAMA,alabama,Valley Head,554.00,1.00,0.00,0.00,0.00,1.00,17.00,5.00,10.00,2.00,,"Valley Head,alabama",-85.6149654,34.5689732
ALABAMA,alabama,Vance,1543.00,4.00,0.00,0.00,1.00,3.00,41.00,15.00,22.00,4.00,,"Vance,alabama",-87.2336092,33.1742847
ALABAMA,alabama,Vestavia Hills,34103.00,17.00,0.00,0.00,6.00,11.00,544.00,116.00,404.00,24.00,,"Vestavia Hills,alabama",-86.7877668,33.4487183
ALABAMA,alabama,Warrior,3230.00,9.00,0.00,1.00,1.00,7.00,71.00,11.00,50.00,10.00,,"Warrior,alabama",-86.8094394,33.8142682
ALABAMA,alabama,Weaver,3079.00,24.00,1.00,6.00,1.00,16.00,115.00,42.00,66.00,7.00,,"Weaver,alabama",-85.8113543,33.7520456
ALABAMA,alabama,Wedowee,810.00,9.00,0.00,2.00,0.00,7.00,30.00,9.00,18.00,3.00,,"Wedowee,alabama",-85.484675,33.3090047
ALABAMA,alabama,Wetumpka,7239.00,40.00,0.00,2.00,8.00,30.00,409.00,57.00,344.00,8.00,,"Wetumpka,alabama",-86.2119127,32.5437448
ALABAMA,alabama,Winfield,4672.00,23.00,0.00,1.00,1.00,21.00,125.00,26.00,91.00,8.00,,"Winfield,alabama",-87.8172457,33.928993
ALABAMA,alabama,Woodstock,1446.00,2.00,0.00,0.00,1.00,1.00,32.00,7.00,23.00,2.00,,"Woodstock,alabama",-87.1499961,33.2067835
ALABAMA,alabama,York,2436.00,21.00,0.00,2.00,1.00,18.00,61.00,21.00,36.00,4.00,,"York,alabama",-88.2964183,32.4862491
ALASKA,alaska,Anchorage,299455.00,2435.00,14.00,408.00,522.00,1491.00,12032.00,1318.00,9845.00,869.00,74.00,"Anchorage,alaska",-149.9002778,61.2180556
ALASKA,alaska,Bethel,6463.00,56.00,0.00,10.00,2.00,44.00,149.00,26.00,78.00,45.00,17.00,"Bethel,alaska",-161.7558333,60.7922222
ALASKA,alaska,Bristol Bay Borough,985.00,1.00,1.00,0.00,0.00,0.00,9.00,0.00,3.00,6.00,0.00,"Bristol Bay Borough,alaska",-156.7792687,58.7578504
ALASKA,alaska,Cordova,2273.00,9.00,0.00,0.00,0.00,9.00,35.00,0.00,33.00,2.00,0.00,"Cordova,alaska",-145.7525414,60.5424087
ALASKA,alaska,Craig,1263.00,27.00,0.00,0.00,0.00,27.00,26.00,4.00,21.00,1.00,1.00,"Craig,alaska",-133.1483333,55.4763889
ALASKA,alaska,Dillingham,2438.00,47.00,0.00,16.00,1.00,30.00,42.00,2.00,28.00,12.00,0.00,"Dillingham,alaska",-158.4575,59.0397222
ALASKA,alaska,Fairbanks,32505.00,213.00,0.00,34.00,37.00,142.00,1269.00,116.00,1050.00,103.00,4.00,"Fairbanks,alaska",-147.7163889,64.8377778
ALASKA,alaska,Haines,2561.00,7.00,0.00,0.00,0.00,7.00,62.00,12.00,48.00,2.00,0.00,"Haines,alaska",-135.445,59.2358333
ALASKA,alaska,Homer,5309.00,63.00,0.00,0.00,1.00,62.00,238.00,15.00,213.00,10.00,0.00,"Homer,alaska",-151.5483333,59.6425
ALASKA,alaska,Juneau,32946.00,134.00,0.00,18.00,15.00,101.00,1063.00,101.00,926.00,36.00,10.00,"Juneau,alaska",-134.4197222,58.3019444
ALASKA,alaska,Kenai,7422.00,30.00,0.00,6.00,1.00,23.00,301.00,47.00,236.00,18.00,0.00,"Kenai,alaska",-151.2583333,60.5544444
ALASKA,alaska,Ketchikan,8305.00,32.00,0.00,4.00,1.00,27.00,278.00,16.00,256.00,6.00,0.00,"Ketchikan,alaska",-131.6461111,55.3422222
ALASKA,alaska,Kodiak,6564.00,87.00,0.00,1.00,4.00,82.00,290.00,36.00,235.00,19.00,2.00,"Kodiak,alaska",-152.4072222,57.79
ALASKA,alaska,Kotzebue,3375.00,85.00,0.00,24.00,3.00,58.00,168.00,25.00,110.00,33.00,3.00,"Kotzebue,alaska",-162.5966666,66.8983333
ALASKA,alaska,Nome,3805.00,34.00,0.00,4.00,1.00,29.00,56.00,10.00,40.00,6.00,0.00,"Nome,alaska",-165.4063889,64.5011111
ALASKA,alaska,North Pole,2236.00,19.00,0.00,1.00,1.00,17.00,79.00,6.00,67.00,6.00,2.00,"North Pole,alaska",-147.3494444,64.7511111
ALASKA,alaska,North Slope Borough,9674.00,79.00,0.00,9.00,1.00,69.00,121.00,34.00,72.00,15.00,2.00,"North Slope Borough,alaska",-152.8628274,69.0578758
ALASKA,alaska,Palmer,6453.00,20.00,0.00,7.00,0.00,13.00,163.00,13.00,145.00,5.00,2.00,"Palmer,alaska",-149.1127778,61.5997222
ALASKA,alaska,Petersburg,2981.00,6.00,0.00,0.00,0.00,6.00,88.00,16.00,69.00,3.00,0.00,"Petersburg,alaska",-132.9555556,56.8125
ALASKA,alaska,Seward,2749.00,6.00,0.00,0.00,1.00,5.00,115.00,13.00,97.00,5.00,0.00,"Seward,alaska",-149.4422222,60.1041667
ALASKA,alaska,Sitka,9093.00,7.00,0.00,0.00,0.00,7.00,207.00,21.00,174.00,12.00,1.00,"Sitka,alaska",-135.33,57.0530556
ALASKA,alaska,Skagway,956.00,3.00,0.00,0.00,0.00,3.00,10.00,1.00,9.00,0.00,0.00,"Skagway,alaska",-135.3138889,59.4583333
ALASKA,alaska,Soldotna,4418.00,19.00,0.00,5.00,2.00,12.00,154.00,8.00,138.00,8.00,1.00,"Soldotna,alaska",-151.0583332,60.4877778
ALASKA,alaska,Unalaska,4340.00,15.00,0.00,2.00,0.00,13.00,74.00,3.00,66.00,5.00,1.00,"Unalaska,alaska",-166.5332434,53.8844382
ALASKA,alaska,Valdez,4032.00,16.00,0.00,0.00,0.00,16.00,97.00,11.00,82.00,4.00,0.00,"Valdez,alaska",-146.3483333,61.1308333
ALASKA,alaska,Wasilla,8645.00,42.00,1.00,4.00,6.00,31.00,627.00,64.00,520.00,43.00,1.00,"Wasilla,alaska",-149.4394444,61.5813889
ALASKA,alaska,Wrangell,2414.00,6.00,0.00,0.00,0.00,6.00,23.00,6.00,16.00,1.00,0.00,"Wrangell,alaska",-132.3766666,56.4708333
ARIZONA,arizona,Bisbee,5463.00,74.00,1.00,,0.00,72.00,217.00,8.00,202.00,7.00,0.00,"Bisbee,arizona",-109.9284084,31.4481547
ARIZONA,arizona,Buckeye,55710.00,49.00,1.00,,17.00,30.00,1328.00,334.00,925.00,69.00,8.00,"Buckeye,arizona",-112.5837766,33.3703197
ARIZONA,arizona,Bullhead City,39577.00,76.00,0.00,,25.00,51.00,1716.00,363.00,1252.00,101.00,11.00,"Bullhead City,arizona",-114.5285981,35.1359386
ARIZONA,arizona,Camp Verde,10942.00,33.00,0.00,,0.00,31.00,259.00,57.00,185.00,17.00,0.00,"Camp Verde,arizona",-111.8543178,34.5636358
ARIZONA,arizona,Casa Grande,50058.00,229.00,5.00,,57.00,155.00,1975.00,474.00,1415.00,86.00,37.00,"Casa Grande,arizona",-111.7573521,32.8795022
ARIZONA,arizona,Chandler,248718.00,575.00,2.00,,162.00,359.00,5900.00,993.00,4628.00,279.00,77.00,"Chandler,arizona",-111.8412502,33.3061605
ARIZONA,arizona,Chino Valley,10850.00,50.00,1.00,,2.00,46.00,207.00,34.00,163.00,10.00,0.00,"Chino Valley,arizona",-112.4537809,34.7575227
ARIZONA,arizona,Clarkdale,4090.00,5.00,0.00,,0.00,4.00,51.00,19.00,32.00,0.00,1.00,"Clarkdale,arizona",-112.0579367,34.7711319
ARIZONA,arizona,Clifton,3499.00,11.00,0.00,,0.00,11.00,42.00,8.00,31.00,3.00,0.00,"Clifton,arizona",-109.2961826,33.0508966
ARIZONA,arizona,Coolidge,11820.00,66.00,0.00,,13.00,48.00,662.00,144.00,488.00,30.00,4.00,"Coolidge,arizona",-111.517624,32.977839
ARIZONA,arizona,Cottonwood,11285.00,44.00,0.00,,3.00,40.00,401.00,40.00,346.00,15.00,7.00,"Cottonwood,arizona",-112.0098791,34.7391876
ARIZONA,arizona,Eagar,5034.00,15.00,0.00,,1.00,14.00,106.00,25.00,75.00,6.00,0.00,"Eagar,arizona",-109.291475,34.1111581
ARIZONA,arizona,El Mirage,32837.00,86.00,1.00,,18.00,63.00,1173.00,297.00,802.00,74.00,5.00,"El Mirage,arizona",-112.3246042,33.6130942
ARIZONA,arizona,Eloy,17602.00,72.00,1.00,,7.00,56.00,506.00,156.00,311.00,39.00,28.00,"Eloy,arizona",-111.554844,32.7558962
ARIZONA,arizona,Flagstaff,67963.00,246.00,1.00,,43.00,177.00,2869.00,220.00,2594.00,55.00,25.00,"Flagstaff,arizona",-111.651302,35.1982836
ARIZONA,arizona,Florence,26682.00,24.00,1.00,,2.00,21.00,198.00,29.00,168.00,1.00,0.00,"Florence,arizona",-111.3873431,33.0314508
ARIZONA,arizona,Fredonia,1318.00,3.00,0.00,,0.00,3.00,12.00,4.00,8.00,0.00,1.00,"Fredonia,arizona",-112.5265889,36.945542
ARIZONA,arizona,Gilbert,225232.00,193.00,1.00,14.00,47.00,131.00,3472.00,647.00,2672.00,153.00,22.00,"Gilbert,arizona",-111.789027,33.3528264
ARIZONA,arizona,Glendale,234006.00,905.00,13.00,,335.00,508.00,13626.00,2410.00,10166.00,1050.00,60.00,"Glendale,arizona",-112.1859866,33.5386523
ARIZONA,arizona,Globe,7414.00,77.00,0.00,,7.00,70.00,488.00,122.00,365.00,1.00,5.00,"Globe,arizona",-110.7864984,33.3942223
ARIZONA,arizona,Goodyear,71048.00,94.00,4.00,,20.00,54.00,1716.00,433.00,1201.00,82.00,31.00,"Goodyear,arizona",-112.3576567,33.4353394
ARIZONA,arizona,Holbrook,4988.00,49.00,0.00,,6.00,43.00,362.00,109.00,237.00,16.00,2.00,"Holbrook,arizona",-110.1581768,34.9022482
ARIZONA,arizona,Huachuca City,1811.00,0.00,0.00,0.00,0.00,0.00,13.00,4.00,8.00,1.00,0.00,"Huachuca City,arizona",-110.3339678,31.6278703
ARIZONA,arizona,Jerome,444.00,3.00,0.00,,0.00,3.00,21.00,5.00,16.00,0.00,0.00,"Jerome,arizona",-112.1137716,34.7489107
ARIZONA,arizona,Kearny,2010.00,8.00,0.00,,0.00,8.00,30.00,16.00,14.00,0.00,0.00,"Kearny,arizona",-110.9106656,33.0570085
ARIZONA,arizona,Kingman,28400.00,128.00,1.00,,19.00,97.00,1621.00,398.00,1159.00,64.00,2.00,"Kingman,arizona",-114.0530065,35.189443
ARIZONA,arizona,Lake Havasu City,52891.00,87.00,1.00,,11.00,58.00,1252.00,285.00,899.00,68.00,6.00,"Lake Havasu City,arizona",-114.3224548,34.483901
ARIZONA,arizona,Mammoth,1473.00,5.00,0.00,,0.00,5.00,26.00,5.00,20.00,1.00,1.00,"Mammoth,arizona",-110.6406547,32.722568
ARIZONA,arizona,Marana,37469.00,37.00,1.00,,10.00,22.00,1056.00,134.00,882.00,40.00,4.00,"Marana,arizona",-111.2224422,32.436381
ARIZONA,arizona,Maricopa,44871.00,62.00,0.00,,6.00,46.00,819.00,155.00,633.00,31.00,2.00,"Maricopa,arizona",-112.0476423,33.0581063
ARIZONA,arizona,Mesa,456155.00,1807.00,22.00,,478.00,1104.00,12916.00,2357.00,9607.00,952.00,124.00,"Mesa,arizona",-111.8314724,33.4151843
ARIZONA,arizona,Miami,1793.00,19.00,0.00,,1.00,18.00,82.00,52.00,27.00,3.00,13.00,"Miami,arizona",-110.8687232,33.3992217
ARIZONA,arizona,Nogales,20736.00,39.00,0.00,,5.00,34.00,523.00,94.00,372.00,57.00,0.00,"Nogales,arizona",-110.9342532,31.3403775
ARIZONA,arizona,Page,7330.00,59.00,1.00,,4.00,52.00,467.00,48.00,391.00,28.00,12.00,"Page,arizona",-111.4558333,36.9147222
ARIZONA,arizona,Paradise Valley,13286.00,13.00,0.00,,0.00,12.00,215.00,63.00,146.00,6.00,1.00,"Paradise Valley,arizona",-111.9426452,33.5311541
ARIZONA,arizona,Payson,15192.00,56.00,1.00,,3.00,48.00,483.00,94.00,368.00,21.00,0.00,"Payson,arizona",-111.3251355,34.2308684
ARIZONA,arizona,Peoria,161641.00,254.00,4.00,,59.00,175.00,3830.00,717.00,2906.00,207.00,7.00,"Peoria,arizona",-112.2373779,33.5805955
ARIZONA,arizona,Phoenix,1502139.00,9492.00,118.00,,3233.00,5506.00,60085.00,16747.00,36983.00,6355.00,269.00,"Phoenix,arizona",-112.0740373,33.4483771
ARIZONA,arizona,Pima,2427.00,4.00,0.00,,0.00,4.00,56.00,11.00,42.00,3.00,0.00,"Pima,arizona",-109.8275815,32.8961755
ARIZONA,arizona,Pinetop-Lakeside,4266.00,34.00,0.00,,1.00,31.00,193.00,21.00,170.00,2.00,1.00,"Pinetop-Lakeside,arizona",-109.9603843,34.1425438
ARIZONA,arizona,Prescott,40752.00,124.00,0.00,,11.00,106.00,1085.00,182.00,855.00,48.00,4.00,"Prescott,arizona",-112.4685025,34.5400242
ARIZONA,arizona,Prescott Valley,39209.00,82.00,0.00,,6.00,70.00,751.00,109.00,612.00,30.00,3.00,"Prescott Valley,arizona",-112.315721,34.6100243
ARIZONA,arizona,Quartzsite6,3648.00,16.00,0.00,,0.00,16.00,93.00,19.00,70.00,4.00,0.00,"Quartzsite6,arizona",-114.2299486,33.6639137
ARIZONA,arizona,Sahuarita,26535.00,17.00,0.00,,1.00,14.00,349.00,37.00,304.00,8.00,2.00,"Sahuarita,arizona",-110.955646,31.9575818
ARIZONA,arizona,San Luis,28231.00,37.00,1.00,,3.00,29.00,539.00,139.00,345.00,55.00,1.00,"San Luis,arizona",-114.7821796,32.4869996
ARIZONA,arizona,Scottsdale,225523.00,337.00,4.00,,101.00,195.00,5766.00,1093.00,4465.00,208.00,15.00,"Scottsdale,arizona",-111.9260519,33.4941704
ARIZONA,arizona,Sedona,10036.00,20.00,0.00,,1.00,13.00,217.00,41.00,171.00,5.00,1.00,"Sedona,arizona",-111.7609896,34.8697395
ARIZONA,arizona,Show Low,10732.00,125.00,0.00,,6.00,113.00,577.00,73.00,494.00,10.00,2.00,"Show Low,arizona",-110.0298327,34.2542084
ARIZONA,arizona,Snowflake-Taylor,9651.00,21.00,0.00,,2.00,19.00,109.00,37.00,68.00,4.00,1.00,"Snowflake-Taylor,arizona",-110.090554,34.498708
ARIZONA,arizona,Somerton,15014.00,15.00,0.00,,1.00,14.00,187.00,48.00,119.00,20.00,0.00,"Somerton,arizona",-114.709677,32.5964404
ARIZONA,arizona,South Tucson,5694.00,150.00,5.00,,40.00,89.00,849.00,104.00,714.00,31.00,1.00,"South Tucson,arizona",-110.968425,32.199521
ARIZONA,arizona,Springerville,2009.00,9.00,0.00,,0.00,7.00,60.00,13.00,44.00,3.00,2.00,"Springerville,arizona",-109.2859196,34.1333799
ARIZONA,arizona,St. Johns,3584.00,19.00,0.00,,0.00,16.00,127.00,44.00,76.00,7.00,0.00,"St. Johns,arizona",-109.3609327,34.5058698
ARIZONA,arizona,Surprise,122497.00,149.00,0.00,,49.00,86.00,2120.00,402.00,1572.00,146.00,6.00,"Surprise,arizona",-112.3679279,33.6292337
ARIZONA,arizona,Tempe,168501.00,831.00,3.00,,224.00,542.00,7876.00,1276.00,6113.00,487.00,44.00,"Tempe,arizona",-111.9400054,33.4255104
ARIZONA,arizona,Thatcher,4999.00,1.00,0.00,,0.00,1.00,144.00,31.00,113.00,0.00,0.00,"Thatcher,arizona",-109.7592479,32.8492323
ARIZONA,arizona,Tolleson,6754.00,37.00,1.00,,10.00,25.00,676.00,194.00,441.00,41.00,2.00,"Tolleson,arizona",-112.259321,33.4500425
ARIZONA,arizona,Tucson,525486.00,3368.00,47.00,,1002.00,2103.00,34587.00,4957.00,27440.00,2190.00,151.00,"Tucson,arizona",-110.926479,32.2217429
ARIZONA,arizona,Wickenburg,6583.00,15.00,0.00,,1.00,11.00,197.00,81.00,108.00,8.00,0.00,"Wickenburg,arizona",-112.7301882,33.9697664
ARIZONA,arizona,Willcox,3678.00,11.00,0.00,,3.00,5.00,263.00,37.00,210.00,16.00,0.00,"Willcox,arizona",-109.8320124,32.2528519
ARIZONA,arizona,Williams,3019.00,12.00,0.00,,2.00,8.00,97.00,25.00,70.00,2.00,1.00,"Williams,arizona",-112.1910031,35.2494566
ARIZONA,arizona,Winslow,9326.00,95.00,1.00,,10.00,83.00,385.00,57.00,318.00,10.00,1.00,"Winslow,arizona",-110.6973571,35.0241873
ARIZONA,arizona,Yuma,96014.00,587.00,5.00,46.00,64.00,472.00,3375.00,805.00,2348.00,222.00,25.00,"Yuma,arizona",-114.6276916,32.6926512
ARKANSAS,arkansas,Arkadelphia,10829.00,40.00,1.00,6.00,4.00,29.00,358.00,93.00,255.00,10.00,2.00,"Arkadelphia,arkansas",-93.0537839,34.1209292
ARKANSAS,arkansas,Ashdown,4616.00,11.00,0.00,3.00,1.00,7.00,173.00,21.00,150.00,2.00,1.00,"Ashdown,arkansas",-94.1313054,33.6742867
ARKANSAS,arkansas,Ash Flat,1069.00,1.00,1.00,0.00,0.00,0.00,19.00,4.00,14.00,1.00,0.00,"Ash Flat,arkansas",-91.6084751,36.2239566
ARKANSAS,arkansas,Atkins,3036.00,2.00,0.00,0.00,0.00,2.00,99.00,29.00,63.00,7.00,0.00,"Atkins,arkansas",-92.9365581,35.2464719
ARKANSAS,arkansas,Bald Knob,2931.00,3.00,0.00,1.00,0.00,2.00,152.00,28.00,115.00,9.00,1.00,"Bald Knob,arkansas",-91.5679114,35.3098066
ARKANSAS,arkansas,Barling,4733.00,19.00,0.00,1.00,0.00,18.00,100.00,17.00,76.00,7.00,1.00,"Barling,arkansas",-94.3016006,35.3256469
ARKANSAS,arkansas,Bay,1825.00,1.00,0.00,1.00,0.00,0.00,33.00,15.00,18.00,0.00,0.00,"Bay,arkansas",-90.5623305,35.742299
ARKANSAS,arkansas,Bearden,930.00,4.00,0.00,0.00,0.00,4.00,32.00,16.00,13.00,3.00,0.00,"Bearden,arkansas",-92.6157139,33.7245526
ARKANSAS,arkansas,Beebe,7744.00,19.00,0.00,3.00,3.00,13.00,314.00,110.00,183.00,21.00,0.00,"Beebe,arkansas",-91.8795856,35.0706423
ARKANSAS,arkansas,Bella Vista,27606.00,26.00,0.00,8.00,1.00,17.00,133.00,55.00,73.00,5.00,1.00,"Bella Vista,arkansas",-94.2732642,36.481464
ARKANSAS,arkansas,Benton,32548.00,107.00,0.00,12.00,18.00,77.00,1370.00,313.00,976.00,81.00,4.00,"Benton,arkansas",-92.586828,34.5645371
ARKANSAS,arkansas,Bentonville,39132.00,61.00,0.00,12.00,2.00,47.00,686.00,117.00,557.00,12.00,2.00,"Bentonville,arkansas",-94.2088172,36.3728538
ARKANSAS,arkansas,Berryville,5417.00,7.00,0.00,2.00,0.00,5.00,285.00,71.00,206.00,8.00,0.00,"Berryville,arkansas",-93.5679667,36.364792
ARKANSAS,arkansas,Blytheville,15220.00,235.00,3.00,12.00,53.00,167.00,1281.00,535.00,695.00,51.00,6.00,"Blytheville,arkansas",-89.9189753,35.9272953
ARKANSAS,arkansas,Booneville,3922.00,4.00,0.00,2.00,0.00,2.00,165.00,38.00,122.00,5.00,0.00,"Booneville,arkansas",-93.9215909,35.140093
ARKANSAS,arkansas,Bradford,768.00,3.00,0.00,0.00,0.00,3.00,27.00,9.00,18.00,0.00,1.00,"Bradford,arkansas",-91.4559649,35.4231381
ARKANSAS,arkansas,Brinkley,3024.00,13.00,0.00,0.00,6.00,7.00,74.00,28.00,43.00,3.00,1.00,"Brinkley,arkansas",-91.1945688,34.8878719
ARKANSAS,arkansas,Brookland,1863.00,2.00,0.00,0.00,0.00,2.00,33.00,14.00,14.00,5.00,1.00,"Brookland,arkansas",-90.5820534,35.900073
ARKANSAS,arkansas,Bryant,19366.00,12.00,0.00,5.00,7.00,0.00,905.00,204.00,668.00,33.00,0.00,"Bryant,arkansas",-92.4890469,34.5959265
ARKANSAS,arkansas,Bull Shoals,1975.00,8.00,0.00,1.00,0.00,7.00,28.00,9.00,18.00,1.00,0.00,"Bull Shoals,arkansas",-92.5815527,36.383956
ARKANSAS,arkansas,Cabot,24695.00,55.00,0.00,11.00,13.00,31.00,923.00,393.00,486.00,44.00,0.00,"Cabot,arkansas",-92.0165336,34.974532
ARKANSAS,arkansas,Caddo Valley,622.00,1.00,0.00,1.00,0.00,0.00,38.00,8.00,29.00,1.00,0.00,"Caddo Valley,arkansas",-93.0710073,34.1820388
ARKANSAS,arkansas,Camden,11726.00,63.00,0.00,7.00,14.00,42.00,484.00,129.00,345.00,10.00,1.00,"Camden,arkansas",-92.8343294,33.5845581
ARKANSAS,arkansas,Cammack Village,760.00,0.00,0.00,0.00,0.00,0.00,18.00,7.00,11.00,0.00,0.00,"Cammack Village,arkansas",-92.3490418,34.7781471
ARKANSAS,arkansas,Caraway,1279.00,6.00,0.00,0.00,1.00,5.00,9.00,9.00,0.00,0.00,1.00,"Caraway,arkansas",-90.3223223,35.7581319
ARKANSAS,arkansas,Carlisle,2210.00,12.00,0.00,3.00,2.00,7.00,61.00,34.00,25.00,2.00,0.00,"Carlisle,arkansas",-91.7465235,34.7831469
ARKANSAS,arkansas,Cave City,1881.00,4.00,0.00,2.00,0.00,2.00,46.00,16.00,25.00,5.00,1.00,"Cave City,arkansas",-91.5484709,35.9417397
ARKANSAS,arkansas,Cave Springs,2060.00,5.00,0.00,0.00,0.00,5.00,26.00,15.00,11.00,0.00,0.00,"Cave Springs,arkansas",-94.2318728,36.2634108
ARKANSAS,arkansas,Centerton,10377.00,19.00,0.00,2.00,1.00,16.00,63.00,18.00,44.00,1.00,1.00,"Centerton,arkansas",-94.2852085,36.359799
ARKANSAS,arkansas,Charleston,2532.00,11.00,0.00,2.00,0.00,9.00,31.00,11.00,20.00,0.00,0.00,"Charleston,arkansas",-94.0363153,35.2970353
ARKANSAS,arkansas,Cherokee Village,4613.00,8.00,0.00,6.00,0.00,2.00,96.00,39.00,55.00,2.00,0.00,"Cherokee Village,arkansas",-91.515973,36.2978443
ARKANSAS,arkansas,Clarendon,1576.00,2.00,0.00,0.00,0.00,2.00,19.00,8.00,10.00,1.00,0.00,"Clarendon,arkansas",-91.313737,34.6931517
ARKANSAS,arkansas,Clarksville,9319.00,15.00,0.00,8.00,0.00,7.00,374.00,86.00,283.00,5.00,2.00,"Clarksville,arkansas",-93.4665731,35.4714724
ARKANSAS,arkansas,Clinton,2561.00,3.00,0.00,1.00,0.00,2.00,58.00,9.00,41.00,8.00,0.00,"Clinton,arkansas",-92.4604361,35.5914665
ARKANSAS,arkansas,Conway,64060.00,239.00,1.00,22.00,49.00,167.00,2774.00,367.00,2299.00,108.00,6.00,"Conway,arkansas",-92.4421011,35.0886963
ARKANSAS,arkansas,Corning,3254.00,13.00,0.00,1.00,0.00,12.00,40.00,24.00,14.00,2.00,3.00,"Corning,arkansas",-90.5798336,36.4078388
ARKANSAS,arkansas,Cotter,954.00,2.00,0.00,0.00,0.00,2.00,14.00,0.00,14.00,0.00,0.00,"Cotter,arkansas",-92.5354402,36.2711798
ARKANSAS,arkansas,Crossett,5383.00,27.00,0.00,3.00,2.00,22.00,338.00,160.00,171.00,7.00,3.00,"Crossett,arkansas",-91.9612427,33.1281779
ARKANSAS,arkansas,Danville,2370.00,3.00,0.00,1.00,0.00,2.00,15.00,6.00,8.00,1.00,0.00,"Danville,arkansas",-93.3935185,35.0539792
ARKANSAS,arkansas,Dardanelle,4672.00,21.00,0.00,5.00,5.00,11.00,234.00,94.00,130.00,10.00,0.00,"Dardanelle,arkansas",-93.1579532,35.2231408
ARKANSAS,arkansas,Decatur,1766.00,9.00,0.00,1.00,0.00,8.00,24.00,12.00,12.00,0.00,0.00,"Decatur,arkansas",-94.4607707,36.3359112
ARKANSAS,arkansas,De Queen,6636.00,11.00,0.00,4.00,1.00,6.00,204.00,58.00,133.00,13.00,1.00,"De Queen,arkansas",-94.3413168,34.0378916
ARKANSAS,arkansas,Dermott,2775.00,3.00,0.00,0.00,0.00,3.00,28.00,21.00,7.00,0.00,1.00,"Dermott,arkansas",-91.4359537,33.52539
ARKANSAS,arkansas,Des Arc,1657.00,0.00,0.00,0.00,0.00,0.00,12.00,4.00,7.00,1.00,0.00,"Des Arc,arkansas",-91.4951307,34.9770353
ARKANSAS,arkansas,De Witt,3259.00,20.00,0.00,1.00,2.00,17.00,133.00,51.00,78.00,4.00,0.00,"De Witt,arkansas",-91.3378987,34.2928774
ARKANSAS,arkansas,Diaz,1274.00,6.00,0.00,0.00,0.00,6.00,35.00,18.00,15.00,2.00,0.00,"Diaz,arkansas",-91.2651282,35.6384123
ARKANSAS,arkansas,Dover,1393.00,2.00,0.00,2.00,0.00,0.00,46.00,14.00,31.00,1.00,1.00,"Dover,arkansas",-93.1143407,35.4014712
